X,y,w,ids
CN(C(=O)C(F)F)C1CCC(NCC2=CCCCC2)CC1,3.111,1.0,CN(C(=O)C(F)F)C1CCC(NCC2=CCCCC2)CC1
CCn1cc(C(=O)NC[C@@H](NCCC2CCCC2)C(C)C)cn1,2.827,1.0,CCn1cc(C(=O)NC[C@@H](NCCC2CCCC2)C(C)C)cn1
Cn1cc(CN2Cc3ccccc3C[C@H]2C(N)=O)cn1,0.8320000000000001,1.0,Cn1cc(CN2Cc3ccccc3C[C@H]2C(N)=O)cn1
C#CCNC(=O)CN[C@H]1CCN(C(=O)CN2CCC[C@H]2C)[C@H]1C,-0.201,1.0,C#CCNC(=O)CN[C@H]1CCN(C(=O)CN2CCC[C@H]2C)[C@H]1C
O=C(Nc1nc(-c2ccccc2)cs1)c1cc2ncccn2n1,3.105,1.0,O=C(Nc1nc(-c2ccccc2)cs1)c1cc2ncccn2n1
C=CCOCC(=O)N(C)[C@H]1CN(C(=O)c2cnc(O)n2C)C[C@@H]1O,-1.028,1.0,C=CCOCC(=O)N(C)[C@H]1CN(C(=O)c2cnc(O)n2C)C[C@@H]1O
Cc1ccc([C@H]2CCCN2C(=O)CC[C@]2(C)CCC(=O)N2)cc1,3.107,1.0,Cc1ccc([C@H]2CCCN2C(=O)CC[C@]2(C)CCC(=O)N2)cc1
NC(=O)CC(=O)N[C@@H]1CCCN(C(=O)[C@@H]2Cc3cccnc3C2)C1,-0.221,1.0,NC(=O)CC(=O)N[C@@H]1CCCN(C(=O)[C@@H]2Cc3cccnc3C2)C1
C=C(C)C[C@@H](C)C(=O)NCC1(O)CN(C(=O)CCc2ccnn2C)C1,0.645,1.0,C=C(C)C[C@@H](C)C(=O)NCC1(O)CN(C(=O)CCc2ccnn2C)C1
O=C(O)[C@@H]1CN(C(=O)C(=O)N2CC[C@@H](O)[C@@H](F)C2)C[C@H]1C1CC1,-0.513,1.0,O=C(O)[C@@H]1CN(C(=O)C(=O)N2CC[C@@H](O)[C@@H](F)C2)C[C@H]1C1CC1
COC[C@H](C)NC1(CNC(=O)Cc2cccc(C)c2)CCCC1,2.591,1.0,COC[C@H](C)NC1(CNC(=O)Cc2cccc(C)c2)CCCC1
C[C@]1(CNC(=O)C(=O)N2CCN3C(=O)[C@H](N)C[C@H]3C2)CCOC1,-1.7,1.0,C[C@]1(CNC(=O)C(=O)N2CCN3C(=O)[C@H](N)C[C@H]3C2)CCOC1
Cc1ncoc1CNC[C@@H]1CCCS(=O)(=O)C1,0.897,1.0,Cc1ncoc1CNC[C@@H]1CCCS(=O)(=O)C1
NC(=O)c1ncn(CC(=O)N2CC[C@H](O)[C@@H](CO)C2)n1,-2.421,1.0,NC(=O)c1ncn(CC(=O)N2CC[C@H](O)[C@@H](CO)C2)n1
C[C@@H](CNC(=O)c1cc(-c2cccs2)on1)NCc1nnn(C)n1,0.835,1.0,C[C@@H](CNC(=O)c1cc(-c2cccs2)on1)NCc1nnn(C)n1
COCCC1(C)CN(Cc2csc(-c3cnn(C)c3)n2)C1,2.402,1.0,COCCC1(C)CN(Cc2csc(-c3cnn(C)c3)n2)C1
CC(C)(O)C(C)(C)CNC(=O)CCn1cnc2c1ncnc2N,0.7120000000000001,1.0,CC(C)(O)C(C)(C)CNC(=O)CCn1cnc2c1ncnc2N
COC[C@H](C)N1CCC[C@@H](CNC(=O)CN2CCN(C)C(=O)C2)C1,-0.377,1.0,COC[C@H](C)N1CCC[C@@H](CNC(=O)CN2CCN(C)C(=O)C2)C1
C[C@H](COc1ccc(F)cc1F)NC(=O)N(C)[C@H]1CCCN(C)C1,2.468,1.0,C[C@H](COc1ccc(F)cc1F)NC(=O)N(C)[C@H]1CCCN(C)C1
O=C(N[C@H]1C[C@@H](NC(=O)[C@H]2C[C@H]3C[C@H]3C2)C1)[C@@H]1CCS(=O)(=O)C1,0.231,1.0,O=C(N[C@H]1C[C@@H](NC(=O)[C@H]2C[C@H]3C[C@H]3C2)C1)[C@@H]1CCS(=O)(=O)C1
Cc1ccc(C(=O)C(=O)NC[C@H](O)[C@@H]2CCOC2)cc1,0.691,1.0,Cc1ccc(C(=O)C(=O)NC[C@H](O)[C@@H]2CCOC2)cc1
CN(C)c1c(Cl)cccc1NC(=O)NCC1(CO)CCC1,2.69,1.0,CN(C)c1c(Cl)cccc1NC(=O)NCC1(CO)CCC1
COCCCNC(=O)CN1C[C@H]2CC[C@@H](C1)N2C(=O)c1cccnn1,-0.0819999999999999,1.0,COCCCNC(=O)CN1C[C@H]2CC[C@@H](C1)N2C(=O)c1cccnn1
CCc1cccc(OCC(=O)NC[C@@H](C)N(CC)C(=O)C2CCC2)c1,2.781,1.0,CCc1cccc(OCC(=O)NC[C@@H](C)N(CC)C(=O)C2CCC2)c1
Cc1nc([C@H](C)N2C[C@H](c3ccc(F)cc3)C[C@H]2C)no1,3.4560000000000004,1.0,Cc1nc([C@H](C)N2C[C@H](c3ccc(F)cc3)C[C@H]2C)no1
C[C@@H](CCc1cccc(F)c1)N[C@]1(CO)CCOC1,1.888,1.0,C[C@@H](CCc1cccc(F)c1)N[C@]1(CO)CCOC1
Cc1nc(CC(=O)NC[C@@H](CO)Nc2ncc(C#N)cc2F)n[nH]1,-0.349,1.0,Cc1nc(CC(=O)NC[C@@H](CO)Nc2ncc(C#N)cc2F)n[nH]1
Cc1cc(NC(=O)C(=O)N2CCC([C@H]3CCCO3)CC2)nn1C(C)C,2.129,1.0,Cc1cc(NC(=O)C(=O)N2CCC([C@H]3CCCO3)CC2)nn1C(C)C
NS(=O)(=O)N1CCN(C(=O)c2cn(C3CC3)nn2)CC1,-1.426,1.0,NS(=O)(=O)N1CCN(C(=O)c2cn(C3CC3)nn2)CC1
Cc1nccn1CC(=O)NC[C@@H]1COCCN1CC1CC1,0.419,1.0,Cc1nccn1CC(=O)NC[C@@H]1COCCN1CC1CC1
CC(C)C(=O)N(C)C1CC(NC(=O)CCc2ccccc2)C1,2.381,1.0,CC(C)C(=O)N(C)C1CC(NC(=O)CCc2ccccc2)C1
C[C@H](Nc1cccc2c1N(C)C(=O)CO2)C(=O)NCc1cccs1,2.22,1.0,C[C@H](Nc1cccc2c1N(C)C(=O)CO2)C(=O)NCc1cccs1
O=C(N[C@H]1C[C@@H](NCC2CC2)C12CCC2)c1cc(Cl)cs1,3.442,1.0,O=C(N[C@H]1C[C@@H](NCC2CC2)C12CCC2)c1cc(Cl)cs1
CC[C@H]1[C@@H](C)CCN1C(=O)NCc1cn(C)cn1,1.75,1.0,CC[C@H]1[C@@H](C)CCN1C(=O)NCc1cn(C)cn1
C[C@]1(O)CCCN(C(=O)[C@H]2CCCN2C2CCCC2)CC1,2.157,1.0,C[C@]1(O)CCCN(C(=O)[C@H]2CCCN2C2CCCC2)CC1
O=C(NCCCN1CCCC1)[C@H]1C[C@@H]1c1ccccc1Cl,3.0460000000000003,1.0,O=C(NCCCN1CCCC1)[C@H]1C[C@@H]1c1ccccc1Cl
C#CCNC(=O)CN1CCO[C@H]2CCN(C(=O)C(C)=C3CCC3)C[C@@H]21,0.5379999999999999,1.0,C#CCNC(=O)CN1CCO[C@H]2CCN(C(=O)C(C)=C3CCC3)C[C@@H]21
C[C@@H](Cc1ccc(O)c(O)c1)NC(=O)COC1CCCCC1,2.494,1.0,C[C@@H](Cc1ccc(O)c(O)c1)NC(=O)COC1CCCCC1
O=C(c1ccc2nonc2c1)N1CC(Oc2ccccc2)C1,2.126,1.0,O=C(c1ccc2nonc2c1)N1CC(Oc2ccccc2)C1
CCc1ncoc1C(=O)NC1CN(C(=O)[C@@H]2CC(=O)NC(=O)N2)C1,-1.224,1.0,CCc1ncoc1C(=O)NC1CN(C(=O)[C@@H]2CC(=O)NC(=O)N2)C1
CCCn1cc(C(=O)NC2CCC(CSC)CC2)nn1,2.34,1.0,CCCn1cc(C(=O)NC2CCC(CSC)CC2)nn1
CCN[C@@H]1CCCCCN(C(=O)CCc2ccccn2)C1,2.395,1.0,CCN[C@@H]1CCCCCN(C(=O)CCc2ccccn2)C1
O=C(NCCN1CCOCC1)[C@@H]1CCCN1C(=O)C(F)(F)F,-0.012,1.0,O=C(NCCN1CCOCC1)[C@@H]1CCCN1C(=O)C(F)(F)F
CC(C)c1ccc(C(=O)N2CCCC[C@H]2[C@@H]2CCCN2CC#N)nc1,3.188,1.0,CC(C)c1ccc(C(=O)N2CCCC[C@H]2[C@@H]2CCCN2CC#N)nc1
Cn1cc(C(=O)N2CC(NC(=O)[C@H]3CCNC(=O)C3)C2)n(C)c1=O,-1.809,1.0,Cn1cc(C(=O)N2CC(NC(=O)[C@H]3CCNC(=O)C3)C2)n(C)c1=O
COC[C@@H](C)N1CCc2c(CNC(=O)[C@H]3CCCN3C)cccc2C1,1.79,1.0,COC[C@@H](C)N1CCc2c(CNC(=O)[C@H]3CCCN3C)cccc2C1
CN(Cc1nc2ccccc2s1)Cc1cccc(N)n1,2.906,1.0,CN(Cc1nc2ccccc2s1)Cc1cccc(N)n1
CS(=O)(=O)c1ccc(OCCCc2ccsc2)cc1,3.1630000000000003,1.0,CS(=O)(=O)c1ccc(OCCCc2ccsc2)cc1
COc1cncnc1NC(=O)N1CCN(S(N)(=O)=O)CC1,-1.162,1.0,COc1cncnc1NC(=O)N1CCN(S(N)(=O)=O)CC1
Cn1c(=O)ccn(CC(=O)N[C@H]2CCOC2)c1=O,-1.548,1.0,Cn1c(=O)ccn(CC(=O)N[C@H]2CCOC2)c1=O
CC[C@@H](C)CC(=O)N1CCN(CC(=O)NC[C@H]2CCCO2)CC1,0.862,1.0,CC[C@@H](C)CC(=O)N1CCN(CC(=O)NC[C@H]2CCCO2)CC1
Cn1cnn(CC(=O)N2CC[C@H](Nc3ncc(C#N)cc3F)C2)c1=O,-0.299,1.0,Cn1cnn(CC(=O)N2CC[C@H](Nc3ncc(C#N)cc3F)C2)c1=O
CCC(CC)C(=O)N1CC2(C1)C[C@H](NC(=O)[C@@H]1CCC(=O)N1)CO2,0.187,1.0,CCC(CC)C(=O)N1CC2(C1)C[C@H](NC(=O)[C@@H]1CCC(=O)N1)CO2
O=C(NC1CN(C(=O)c2cncnc2O)C1)c1cnccn1,-0.773,1.0,O=C(NC1CN(C(=O)c2cncnc2O)C1)c1cnccn1
CC[C@@H](C(N)=O)N1C[C@@H](NC(=O)CC2(N(C)C)CCCC2)[C@@H](O)C1,-0.324,1.0,CC[C@@H](C(N)=O)N1C[C@@H](NC(=O)CC2(N(C)C)CCCC2)[C@@H](O)C1
C[C@H](NC(=O)c1c2ccccc2nn1C)[C@H]1Oc2ccccc2[C@@H]1C,3.256,1.0,C[C@H](NC(=O)c1c2ccccc2nn1C)[C@H]1Oc2ccccc2[C@@H]1C
Cc1ncc(C(=O)N2CCO[C@@H](CNC(=O)[C@@H](C)C#N)C2)[nH]1,-0.165,1.0,Cc1ncc(C(=O)N2CCO[C@@H](CNC(=O)[C@@H](C)C#N)C2)[nH]1
O=C([C@H]1[C@@H]2COC[C@@H]21)N1C[C@H]2CC[C@@H](C1)N2c1cc(F)ncn1,0.688,1.0,O=C([C@H]1[C@@H]2COC[C@@H]21)N1C[C@H]2CC[C@@H](C1)N2c1cc(F)ncn1
CC(C)n1cc(C(=O)N[C@@H]2CCN(C/C=C/Cl)[C@H](C)C2)cn1,2.799,1.0,CC(C)n1cc(C(=O)N[C@@H]2CCN(C/C=C/Cl)[C@H](C)C2)cn1
COCCOc1ccc([C@H](C)N[C@@H](c2nccn2C)C2CC2)cc1,3.247,1.0,COCCOc1ccc([C@H](C)N[C@@H](c2nccn2C)C2CC2)cc1
O=S(=O)(NC[C@H]1CCCN1CC(F)F)c1cnc[nH]1,0.418,1.0,O=S(=O)(NC[C@H]1CCCN1CC(F)F)c1cnc[nH]1
CCN(CCNc1nc(C2CC2)ns1)C(=O)C(C)=C1CCC1,3.176,1.0,CCN(CCNc1nc(C2CC2)ns1)C(=O)C(C)=C1CCC1
CC(C)(C)Oc1cccc(CCC(=O)N2CCC[C@H]2C(F)F)n1,3.448,1.0,CC(C)(C)Oc1cccc(CCC(=O)N2CCC[C@H]2C(F)F)n1
CC(C)c1ccoc1C(=O)N1CC[C@@H]1CNC(=O)CS(C)(=O)=O,0.778,1.0,CC(C)c1ccoc1C(=O)N1CC[C@@H]1CNC(=O)CS(C)(=O)=O
C[C@H]1CCN(Cc2cccnc2)C[C@H]1NC(=O)C1CC=CC1,2.374,1.0,C[C@H]1CCN(Cc2cccnc2)C[C@H]1NC(=O)C1CC=CC1
CCOC(=O)c1csc(N(C)C(=O)c2ccc(Cl)o2)n1,2.843,1.0,CCOC(=O)c1csc(N(C)C(=O)c2ccc(Cl)o2)n1
O=C(N[C@@H]1CN([C@H]2CCNC2=O)C[C@H]1O)c1ccnnc1,-1.86,1.0,O=C(N[C@@H]1CN([C@H]2CCNC2=O)C[C@H]1O)c1ccnnc1
C[C@@H]1SCC[C@@H]1NC(=O)N(C)CCC(C)(C)C,2.958,1.0,C[C@@H]1SCC[C@@H]1NC(=O)N(C)CCC(C)(C)C
C[C@H](CN(C)[C@@H](C)c1nnnn1C1CC1)NC(=O)C1=CCCC1,1.616,1.0,C[C@H](CN(C)[C@@H](C)c1nnnn1C1CC1)NC(=O)C1=CCCC1
O=C(NC[C@@H]1CCCN1C(=O)c1cnc2[nH]c(O)nc2c1)C1CCC1,1.1840000000000002,1.0,O=C(NC[C@@H]1CCCN1C(=O)c1cnc2[nH]c(O)nc2c1)C1CCC1
C[C@H](NC(=O)CNCCCNC(=O)Cc1cncnc1)c1ccco1,0.585,1.0,C[C@H](NC(=O)CNCCCNC(=O)Cc1cncnc1)c1ccco1
O=C(NC[C@]1(O)CCNC[C@@H]1F)c1ncc[nH]c1=O,-1.4380000000000002,1.0,O=C(NC[C@]1(O)CCNC[C@@H]1F)c1ncc[nH]c1=O
C[C@@H]1c2ccc(F)cc2CCN1C(=O)c1ccc(C#N)n1C,2.795,1.0,C[C@@H]1c2ccc(F)cc2CCN1C(=O)c1ccc(C#N)n1C
Cc1nc(CN2CC[C@@H](NC(=O)c3[nH]c(O)nc3C)C[C@H]2C)n[nH]1,0.633,1.0,Cc1nc(CN2CC[C@@H](NC(=O)c3[nH]c(O)nc3C)C[C@H]2C)n[nH]1
COc1cc(C(=O)NCCc2ncn(C)n2)cc2c1OCCO2,0.5670000000000001,1.0,COc1cc(C(=O)NCCc2ncn(C)n2)cc2c1OCCO2
Cn1nnc(CN2CCC[C@H]2CNC(=O)[C@@H]2CN(C)C(=O)N2)n1,-1.686,1.0,Cn1nnc(CN2CCC[C@H]2CNC(=O)[C@@H]2CN(C)C(=O)N2)n1
C[C@H](NC[C@H]1CCCCC(F)(F)C1)c1cnccn1,3.343,1.0,C[C@H](NC[C@H]1CCCCC(F)(F)C1)c1cnccn1
CC[C@H](C)CN1CCC(NC(=O)Cc2ccc(F)cc2F)CC1,3.134,1.0,CC[C@H](C)CN1CCC(NC(=O)Cc2ccc(F)cc2F)CC1
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1C[C@H]2[C@H](CO)[C@H]2C1,1.852,1.0,O=S(=O)(c1ccc(Cl)c(Cl)c1)N1C[C@H]2[C@H](CO)[C@H]2C1
C[C@@H](CNC(=O)NCc1ncccc1N(C)C)N(C)c1ccccc1,2.472,1.0,C[C@@H](CNC(=O)NCc1ncccc1N(C)C)N(C)c1ccccc1
C[C@H](NC(=O)C(=O)N1CCN(c2ccncc2)CC1)c1cnn(C)c1,0.341,1.0,C[C@H](NC(=O)C(=O)N1CCN(c2ccncc2)CC1)c1cnn(C)c1
O=C(Cc1ncc[nH]1)NC[C@H]1CN(C(=O)c2cc[nH]n2)C[C@@H]1O,-1.075,1.0,O=C(Cc1ncc[nH]1)NC[C@H]1CN(C(=O)c2cc[nH]n2)C[C@@H]1O
C[C@H]1CCN(Cc2nnn(C)n2)C[C@H]1NC(=O)C(C1CC1)C1CC1,0.973,1.0,C[C@H]1CCN(Cc2nnn(C)n2)C[C@H]1NC(=O)C(C1CC1)C1CC1
CO[C@]1(CNC2CCN(Cc3ccncc3)CC2)CCOC1,1.4409999999999998,1.0,CO[C@]1(CNC2CCN(Cc3ccncc3)CC2)CCOC1
CN(C)[C@@H](CNCc1ccoc1C(=O)O)c1ccc(Cl)cc1,3.024,1.0,CN(C)[C@@H](CNCc1ccoc1C(=O)O)c1ccc(Cl)cc1
C[C@H](CN)C(=O)N1CCN(CC(=O)N2CCCC[C@H]2C)CC1,0.126,1.0,C[C@H](CN)C(=O)N1CCN(CC(=O)N2CCCC[C@H]2C)CC1
C[C@H](C(=O)NC1CC1)N1CC([C@H](C)NC(=O)c2cc[nH]c2C2CC2)C1,1.609,1.0,C[C@H](C(=O)NC1CC1)N1CC([C@H](C)NC(=O)c2cc[nH]c2C2CC2)C1
COCC[C@@H](C)C(=O)NCC1(O)CN(C(=O)c2cnn[nH]2)C1,-1.22,1.0,COCC[C@@H](C)C(=O)NCC1(O)CN(C(=O)c2cnn[nH]2)C1
Cc1ccn(C)c1C(=O)OCc1nnc2c(=O)n(C)ccn12,0.4320000000000001,1.0,Cc1ccn(C)c1C(=O)OCc1nnc2c(=O)n(C)ccn12
Cc1cnn([C@H]2CCN(C(=O)[C@@H](C)CN3CCOCC3)C2)c1,0.933,1.0,Cc1cnn([C@H]2CCN(C(=O)[C@@H](C)CN3CCOCC3)C2)c1
NC(=O)CN1CC(n2cc(CNC(=O)CC3=CCOCC3)nn2)C1,-1.027,1.0,NC(=O)CN1CC(n2cc(CNC(=O)CC3=CCOCC3)nn2)C1
CC1=NO[C@](C)(C(=O)N(Cc2cccs2)C2CC2)C1,2.794,1.0,CC1=NO[C@](C)(C(=O)N(Cc2cccs2)C2CC2)C1
Cn1cc(CN2C[C@H]3C(NC(=O)COC(C)(C)C)[C@@H]3C2)nn1,0.177,1.0,Cn1cc(CN2C[C@H]3C(NC(=O)COC(C)(C)C)[C@@H]3C2)nn1
c1csc(-c2nccc(-c3ccc4cncn4c3)n2)n1,2.915,1.0,c1csc(-c2nccc(-c3ccc4cncn4c3)n2)n1
O=C(N[C@H](c1ccccn1)C1CC1)c1ccc[n+]([O-])c1,1.596,1.0,O=C(N[C@H](c1ccccn1)C1CC1)c1ccc[n+]([O-])c1
Cn1ccc(C(=O)N2C[C@@H](O)[C@H](NC(=O)[C@H]3CCCC(=O)N3)C2)n1,-1.61,1.0,Cn1ccc(C(=O)N2C[C@@H](O)[C@H](NC(=O)[C@H]3CCCC(=O)N3)C2)n1
C[C@]1(NC(=O)[C@@H]2CCC(=O)NC2)CCN(C(=O)CN2CCCC2)C1,-0.284,1.0,C[C@]1(NC(=O)[C@@H]2CCC(=O)NC2)CCN(C(=O)CN2CCCC2)C1
Cc1nc[nH]c1C(=O)N[C@H]1C[C@H](NCc2cccc(Cl)c2)C1,2.422,1.0,Cc1nc[nH]c1C(=O)N[C@H]1C[C@H](NCc2cccc(Cl)c2)C1
CC[C@H](CNC(=O)[C@H]1CCC(=O)N1)NC(=O)c1cn(C)nn1,-1.2819999999999998,1.0,CC[C@H](CNC(=O)[C@H]1CCC(=O)N1)NC(=O)c1cn(C)nn1
Cc1n[nH]c(C)c1C(=O)NCC1CN(Cc2ccc(Cl)cc2C)C1,2.85,1.0,Cc1n[nH]c(C)c1C(=O)NCC1CN(Cc2ccc(Cl)cc2C)C1
CC[C@@H](CNC(=O)c1ccc(F)c(OC)c1)NCc1nccnc1C,2.231,1.0,CC[C@@H](CNC(=O)c1ccc(F)c(OC)c1)NCc1nccnc1C
CCN(C(=O)[C@H]1C[C@@H]1C)[C@H]1CCN(Cc2ccccc2)C1,2.765,1.0,CCN(C(=O)[C@H]1C[C@@H]1C)[C@H]1CCN(Cc2ccccc2)C1
CN(Cc1ccco1)C(=O)CN1CCSC[C@@H](C(=O)O)C1,0.988,1.0,CN(Cc1ccco1)C(=O)CN1CCSC[C@@H](C(=O)O)C1
O=C(N[C@H](CCc1ccccc1)C(F)F)N1CCC(O)CC1,2.419,1.0,O=C(N[C@H](CCc1ccccc1)C(F)F)N1CCC(O)CC1
Cc1ccc(C)n1[C@@H](C)C(=O)NC/C=C\CNc1ncc(Cl)cn1,2.894,1.0,Cc1ccc(C)n1[C@@H](C)C(=O)NC/C=C\CNc1ncc(Cl)cn1
Cc1cc(C(=O)N2CCCCO2)n(Cc2ccccc2F)n1,2.547,1.0,Cc1cc(C(=O)N2CCCCO2)n(Cc2ccccc2F)n1
C=C(C)CNC[C@H](NC(=O)c1ccoc1CCC)C1CC1,2.906,1.0,C=C(C)CNC[C@H](NC(=O)c1ccoc1CCC)C1CC1
CCOC[C@H](O)CN1Cc2nn(CC)cc2[C@H](COC)C1,0.846,1.0,CCOC[C@H](O)CN1Cc2nn(CC)cc2[C@H](COC)C1
O=C(CNC(=O)COc1ccccc1)NCCNC(=O)c1ccco1,0.321,1.0,O=C(CNC(=O)COc1ccccc1)NCCNC(=O)c1ccco1
CN1C[C@H](C(=O)N2[C@H]3CC[C@H]2CN(CCO)C3)CC1=O,-0.868,1.0,CN1C[C@H](C(=O)N2[C@H]3CC[C@H]2CN(CCO)C3)CC1=O
C=C[C@@H]1OCC[C@H]1C(=O)N1CC[C@H]2CN(CC#CC)C[C@H]21,1.134,1.0,C=C[C@@H]1OCC[C@H]1C(=O)N1CC[C@H]2CN(CC#CC)C[C@H]21
Cc1cc(N2CC[C@H](NC(=O)Cn3ccnc3)C[C@H]2C)ncn1,1.155,1.0,Cc1cc(N2CC[C@H](NC(=O)Cn3ccnc3)C[C@H]2C)ncn1
Cc1nc(CC(=O)N2CC[C@@H](NCC(N)=O)C2)c(C)s1,-0.022,1.0,Cc1nc(CC(=O)N2CC[C@@H](NCC(N)=O)C2)c(C)s1
CCO[C@@H]1C[C@H]1C(=O)N1[C@H]2CC[C@H]1CN(CCCc1ccsc1)C2,2.781,1.0,CCO[C@@H]1C[C@H]1C(=O)N1[C@H]2CC[C@H]1CN(CCCc1ccsc1)C2
Cc1noc(CC(=O)N2CC3(C2)CCCN3C(=O)[C@@H](N)CN)n1,-1.59,1.0,Cc1noc(CC(=O)N2CC3(C2)CCCN3C(=O)[C@@H](N)CN)n1
C[C@H](c1cnn(C)c1)N(C)C(=O)C(=O)N1CCC(C)CC1,1.198,1.0,C[C@H](c1cnn(C)c1)N(C)C(=O)C(=O)N1CCC(C)CC1
CN(C)[C@H]1CN(C(=O)[C@H]2CCNC(=O)C2)C[C@@H]1O,-1.354,1.0,CN(C)[C@H]1CN(C(=O)[C@H]2CCNC(=O)C2)C[C@@H]1O
Cn1cnc(C(=O)N2CC[C@@]3(CCN(C(=O)CC(C)(C)C)C3)C2)c1,1.921,1.0,Cn1cnc(C(=O)N2CC[C@@]3(CCN(C(=O)CC(C)(C)C)C3)C2)c1
CCC(=O)NCC(=O)N1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)C1=CCOCC1,-0.568,1.0,CCC(=O)NCC(=O)N1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)C1=CCOCC1
CCCC[C@@H](CNC(=O)c1[nH]cnc1C)NC(=O)c1cnc(C)[nH]1,1.4680000000000002,1.0,CCCC[C@@H](CNC(=O)c1[nH]cnc1C)NC(=O)c1cnc(C)[nH]1
C[C@H]1CCCN1CC(=O)N1[C@H]2CC[C@H]1CC(NC(=O)C(C)(C)F)C2,1.857,1.0,C[C@H]1CCCN1CC(=O)N1[C@H]2CC[C@H]1CC(NC(=O)C(C)(C)F)C2
O=C(CCOc1ccccc1)N[C@@H]1CCC[C@@H](NC/C=C\Cl)C1,3.225,1.0,O=C(CCOc1ccccc1)N[C@@H]1CCC[C@@H](NC/C=C\Cl)C1
Cc1nnc(CNC(=O)CCc2ccc(C(N)=O)cc2)o1,0.726,1.0,Cc1nnc(CNC(=O)CCc2ccc(C(N)=O)cc2)o1
CN(C(=O)c1ccc(S(C)(=O)=O)o1)[C@@H]1CCN(C(=O)C(N)=O)C1,-1.159,1.0,CN(C(=O)c1ccc(S(C)(=O)=O)o1)[C@@H]1CCN(C(=O)C(N)=O)C1
C#CCO[C@H](C)C(=O)N1CC(n2cc(CN[C@@H]3CCNC3=O)nn2)C1,-1.3219999999999998,1.0,C#CCO[C@H](C)C(=O)N1CC(n2cc(CN[C@@H]3CCNC3=O)nn2)C1
CCOC1CC(C(=O)NC[C@H]2CN(C(=O)C(N)=O)CCO2)C1,-1.37,1.0,CCOC1CC(C(=O)NC[C@H]2CN(C(=O)C(N)=O)CCO2)C1
CC[C@H](CNC(=O)[C@H]1CCC(=O)N1)NC(=O)COc1cccnc1,-0.25,1.0,CC[C@H](CNC(=O)[C@H]1CCC(=O)N1)NC(=O)COc1cccnc1
C[C@@H]1OCC[C@@H]1S(=O)(=O)CC(=O)N1CCN(C(=O)C2CC2)CC1,-0.341,1.0,C[C@@H]1OCC[C@@H]1S(=O)(=O)CC(=O)N1CCN(C(=O)C2CC2)CC1
CC(C)c1[nH]nc(C(=O)NCCc2nccs2)c1[N+](=O)[O-],1.87,1.0,CC(C)c1[nH]nc(C(=O)NCCc2nccs2)c1[N+](=O)[O-]
COC(=O)[C@H](CC1CCCCC1)NC(=O)c1cccc(F)c1C,3.3760000000000003,1.0,COC(=O)[C@H](CC1CCCCC1)NC(=O)c1cccc(F)c1C
CC(C)C(=O)NC1(CNC(=O)Cc2c(F)cccc2F)CC1,1.928,1.0,CC(C)C(=O)NC1(CNC(=O)Cc2c(F)cccc2F)CC1
Fc1cccc(CN2CCN(c3noc4ccccc43)CC2)c1,3.289,1.0,Fc1cccc(CN2CCN(c3noc4ccccc43)CC2)c1
NC(=O)C1(C(=O)N2CC[C@@H](NC(=O)C[C@@H]3COC(=O)C3)C2)CC1,-1.078,1.0,NC(=O)C1(C(=O)N2CC[C@@H](NC(=O)C[C@@H]3COC(=O)C3)C2)CC1
O=C(NC[C@@H]1CCN(Cc2cnns2)C1)[C@@H]1CCS(=O)(=O)N1,-0.8320000000000001,1.0,O=C(NC[C@@H]1CCN(Cc2cnns2)C1)[C@@H]1CCS(=O)(=O)N1
Cn1cnc(-c2nc(Cc3ccc(F)cc3Cl)no2)n1,2.248,1.0,Cn1cnc(-c2nc(Cc3ccc(F)cc3Cl)no2)n1
CC[C@H](OC)C(=O)N1CCN([C@@H](C)c2ncccn2)CC1,1.107,1.0,CC[C@H](OC)C(=O)N1CCN([C@@H](C)c2ncccn2)CC1
Cc1cccc(CN(C)[C@H]2CCN(C(=O)[C@H](C)c3ccnn3C)C2)c1,2.565,1.0,Cc1cccc(CN(C)[C@H]2CCN(C(=O)[C@H](C)c3ccnn3C)C2)c1
O=C(NCCOCC(F)F)c1c[nH]cc1C1CC1,1.904,1.0,O=C(NCCOCC(F)F)c1c[nH]cc1C1CC1
C#CCCCCC(=O)N1C[C@@H](C)[C@H](NCC2CCCC2)C1,2.807,1.0,C#CCCCCC(=O)N1C[C@@H](C)[C@H](NCC2CCCC2)C1
O=C(c1cnns1)N1CC[C@@H](NC[C@@H]2CCCCO2)C1,0.911,1.0,O=C(c1cnns1)N1CC[C@@H](NC[C@@H]2CCCCO2)C1
CCN(C)C[C@@H](O)CN1CCN(CC)[C@@H](c2ncc[nH]2)C1,0.401,1.0,CCN(C)C[C@@H](O)CN1CCN(CC)[C@@H](c2ncc[nH]2)C1
COc1ccc(C(=O)N[C@H]2CCN(Cc3ccon3)[C@@H]2C)nn1,0.866,1.0,COc1ccc(C(=O)N[C@H]2CCN(Cc3ccon3)[C@@H]2C)nn1
COCCN(C)C(=O)C12CC(NCCCc3cccc(F)c3)(C1)C2,2.375,1.0,COCCN(C)C(=O)C12CC(NCCCc3cccc(F)c3)(C1)C2
